"Created.Date","Anticipated.Start.Year","Recruiting.Category","State","Student.Stage","App.Application.Status","Lead.Segment.NRCCUA","Lead.Segment.Cappex","Lead.Segment.College.Board","n"
2016-12-12,2017,"PJRIH","In-State","Inquiry","","","","",2
2016-12-12,2017,"PJROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-12-12,2017,"PSRIG","In-State","Applicant","Denied","","","",1
2016-12-12,2017,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2016-12-12,2017,"PSRIG","In-State","Inquiry","","","","",5
2016-12-12,2017,"PSRIG","In-State","Lead","","","","",43
2016-12-12,2017,"PSRIH","In-State","Applicant","Enrolled","","","",3
2016-12-12,2017,"PSRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2016-12-12,2017,"PSRIH","In-State","Inquiry","","","","",3
2016-12-12,2017,"PSRIH","In-State","Lead","","","","",88
2016-12-12,2017,"PSRIH","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2017,"PSRIH","Out-State","Inquiry","","","","",1
2016-12-12,2017,"PSROG","Out-State","Applicant","Denied","","","",2
2016-12-12,2017,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",27
2016-12-12,2017,"PSROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",8
2016-12-12,2017,"PSROG","Out-State","Inquiry","","","","",22
2016-12-12,2017,"PSROG","Out-State","Inquiry","Denied","","","",1
2016-12-12,2017,"PSROG","Out-State","Inquiry","Withdrawn (After Admitted)","","","",3
2016-12-12,2017,"PSROG","Out-State","Inquiry","Withdrawn (Before Decision)","","","",1
2016-12-12,2017,"PSROG","Out-State","Lead","","","","",4466
2016-12-12,2017,"PSROG","Out-State","Lead","","NJROH-2020-02","","",1
2016-12-12,2017,"PSROG","Out-State","Lead","Denied","","","",1
2016-12-12,2017,"PSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",11
2016-12-12,2017,"PSROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",5
2016-12-12,2017,"PSROH","Out-State","Inquiry","","","","",26
2016-12-12,2017,"PSROH","Out-State","Inquiry","Withdrawn (Before Decision)","","","",2
2016-12-12,2017,"PSROH","Out-State","Lead","","","","",6104
2016-12-12,2017,"PSROH","Out-State","Lead","Withdrawn (After Admitted)","","","",3
2016-12-12,2017,"PSROH","Out-State","Lead","Withdrawn (Before Decision)","","","",1
2016-12-12,2018,"","In-State","Inquiry","","","","",1
2016-12-12,2018,"ESTD","In-State","Applicant","Enrolled","","","",1
2016-12-12,2018,"ESTD","In-State","Applicant","Withdrawn (After Admitted)","","","",3
2016-12-12,2018,"ESTD","In-State","Inquiry","","","","",1
2016-12-12,2018,"NJRIG","In-State","Applicant","Denied","","","",4
2016-12-12,2018,"NJRIG","In-State","Applicant","Enrolled","","","",9
2016-12-12,2018,"NJRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",20
2016-12-12,2018,"NJRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-12-12,2018,"NJRIG","In-State","Inquiry","","","","",32
2016-12-12,2018,"NJRIG","In-State","Lead","","","","",527
2016-12-12,2018,"NJRIG","In-State","Lead","Enrolled","","","",2
2016-12-12,2018,"NJRIG","In-State","Lead","Withdrawn (After Admitted)","","","",2
2016-12-12,2018,"NJRIH","In-State","Applicant","Confirmed","","","",1
2016-12-12,2018,"NJRIH","In-State","Applicant","Enrolled","","","",24
2016-12-12,2018,"NJRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",57
2016-12-12,2018,"NJRIH","In-State","Applicant","Withdrawn (After Confirmed)","","","",2
2016-12-12,2018,"NJRIH","In-State","Applicant","Withdrawn (Before Decision)","","","",3
2016-12-12,2018,"NJRIH","In-State","Inquiry","","","","",49
2016-12-12,2018,"NJRIH","In-State","Lead","","","","",441
2016-12-12,2018,"NJRIH","In-State","Lead","Enrolled","","","",3
2016-12-12,2018,"NJRIH","In-State","Lead","Withdrawn (After Admitted)","","","",4
2016-12-12,2018,"NJROG","Out-State","Applicant","Enrolled","","","",3
2016-12-12,2018,"NJROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",12
2016-12-12,2018,"NJROG","Out-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-12-12,2018,"NJROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-12-12,2018,"NJROG","Out-State","Inquiry","","","","",64
2016-12-12,2018,"NJROG","Out-State","Lead","","","","",2017
2016-12-12,2018,"NJROH","Out-State","Applicant","Enrolled","","","",1
2016-12-12,2018,"NJROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",10
2016-12-12,2018,"NJROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-12-12,2018,"NJROH","Out-State","Inquiry","","","","",55
2016-12-12,2018,"NJROH","Out-State","Lead","","","","",1998
2016-12-12,2018,"NJROH","Out-State","Lead","Withdrawn (Before Decision)","","","",1
2016-12-12,2018,"NSRIG","In-State","Applicant","Enrolled","","","",1
2016-12-12,2018,"NSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",3
2016-12-12,2018,"NSRIG","In-State","Lead","","","","",13
2016-12-12,2018,"NSRIH","In-State","Lead","","","","",4
2016-12-12,2018,"NSRIH","In-State","Lead","Withdrawn (After Admitted)","","","",1
2016-12-12,2018,"NSROG","Out-State","Inquiry","","","","",1
2016-12-12,2018,"NSROG","Out-State","Lead","","","","",5
2016-12-12,2018,"NSROH","Out-State","Lead","","","","",2
2016-12-12,2018,"P01","In-State","Applicant","Confirmed","","","",5
2016-12-12,2018,"P01","In-State","Applicant","Denied","","","",1
2016-12-12,2018,"P01","In-State","Applicant","Enrolled","","","",42
2016-12-12,2018,"P01","In-State","Applicant","Withdrawn (After Admitted)","","","",118
2016-12-12,2018,"P01","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-12-12,2018,"P01","In-State","Applicant","Withdrawn (Before Decision)","","","",3
2016-12-12,2018,"P01","In-State","Inquiry","","","","",68
2016-12-12,2018,"P01","In-State","Lead","","","","",530
2016-12-12,2018,"P01","In-State","Lead","",";NPHIH-2020-04;NPHIH-2020-04;NPHIH-2020-04","","",1
2016-12-12,2018,"P01","In-State","Lead","Enrolled","","","",1
2016-12-12,2018,"P01","In-State","Lead","Withdrawn (After Admitted)","","","",2
2016-12-12,2018,"P01","In-State","Lead","Withdrawn (Before Decision)","","","",1
2016-12-12,2018,"P01","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2018,"P02","In-State","Applicant","Denied","","","",7
2016-12-12,2018,"P02","In-State","Applicant","Enrolled","","","",3
2016-12-12,2018,"P02","In-State","Applicant","Withdrawn (After Admitted)","","","",24
2016-12-12,2018,"P02","In-State","Applicant","Withdrawn (After Confirmed)","","","",2
2016-12-12,2018,"P02","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-12-12,2018,"P02","In-State","Inquiry","","","","",17
2016-12-12,2018,"P02","In-State","Inquiry","Withdrawn (After Admitted)","","","",1
2016-12-12,2018,"P02","In-State","Lead","","","","",201
2016-12-12,2018,"P02","In-State","Lead","Enrolled","","","",1
2016-12-12,2018,"P03","Out-State","Applicant","Withdrawn (After Admitted)","","","",4
2016-12-12,2018,"P03","Out-State","Applicant","Withdrawn (Before Decision)","","","",3
2016-12-12,2018,"P03","Out-State","Inquiry","","","","",16
2016-12-12,2018,"P03","Out-State","Lead","","","","",302
2016-12-12,2018,"P10","Out-State","Applicant","Enrolled","","","",1
2016-12-12,2018,"P10","Out-State","Applicant","Withdrawn (After Admitted)","","","",2
2016-12-12,2018,"P10","Out-State","Inquiry","","","","",7
2016-12-12,2018,"P10","Out-State","Lead","","","","",182
2016-12-12,2018,"PJRIH","In-State","Applicant","Confirmed","","","",1
2016-12-12,2018,"PJRIH","In-State","Applicant","Denied","","","",1
2016-12-12,2018,"PJRIH","In-State","Applicant","Enrolled","","","",1
2016-12-12,2018,"PJRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",5
2016-12-12,2018,"PJRIH","In-State","Inquiry","","","","",2
2016-12-12,2018,"PJRIH","In-State","Lead","","","","",38
2016-12-12,2018,"PJROG","In-State","Applicant","Enrolled","","","",1
2016-12-12,2018,"PJROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2018,"PJROG","Out-State","Inquiry","","","","",4
2016-12-12,2018,"PJROG","Out-State","Lead","","","","",74
2016-12-12,2018,"PJROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2018,"PJROH","Out-State","Inquiry","","","","",7
2016-12-12,2018,"PJROH","Out-State","Inquiry","Withdrawn (After Admitted)","","","",1
2016-12-12,2018,"PJROH","Out-State","Lead","","","","",265
2016-12-12,2018,"PSRIG","In-State","Applicant","Confirmed","","","",4
2016-12-12,2018,"PSRIG","In-State","Applicant","Denied","","","",2
2016-12-12,2018,"PSRIG","In-State","Applicant","Enrolled","","","",23
2016-12-12,2018,"PSRIG","In-State","Applicant","Incomplete","","","",1
2016-12-12,2018,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",90
2016-12-12,2018,"PSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",4
2016-12-12,2018,"PSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",4
2016-12-12,2018,"PSRIG","In-State","Inquiry","","","","",54
2016-12-12,2018,"PSRIG","In-State","Lead","","","","",595
2016-12-12,2018,"PSRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2016-12-12,2018,"PSRIH","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-12-12,2018,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",11
2016-12-12,2018,"PSROG","Out-State","Applicant","Withdrawn (Before Decision)","","","",4
2016-12-12,2018,"PSROG","Out-State","Inquiry","","","","",23
2016-12-12,2018,"PSROG","Out-State","Lead","","","","",620
2016-12-12,2018,"PSROH","Out-State","Applicant","Enrolled","","","",1
2016-12-12,2018,"PSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",13
2016-12-12,2018,"PSROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",2
2016-12-12,2018,"PSROH","Out-State","Inquiry","","","","",42
2016-12-12,2018,"PSROH","Out-State","Lead","","","","",1825
2016-12-12,2019,"ESTD","In-State","Inquiry","Withdrawn (After Admitted)","","","",1
2016-12-12,2019,"NJRIG","In-State","Applicant","Confirmed","","","",1
2016-12-12,2019,"NJRIG","In-State","Applicant","Denied","","","",1
2016-12-12,2019,"NJRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",4
2016-12-12,2019,"NJRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-12-12,2019,"NJRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2016-12-12,2019,"NJRIG","In-State","Inquiry","","","","",3
2016-12-12,2019,"NJRIH","In-State","Applicant","Confirmed","","","",1
2016-12-12,2019,"NJRIH","In-State","Applicant","Enrolled","","","",7
2016-12-12,2019,"NJRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2019,"NJRIH","In-State","Inquiry","","","","",3
2016-12-12,2019,"NJRIH","In-State","Inquiry","Enrolled","","","",3
2016-12-12,2019,"NJROG","Out-State","Inquiry","","","","",6
2016-12-12,2019,"NJROG","Out-State","Lead","","","","",11
2016-12-12,2019,"NJROH","Out-State","Inquiry","","","","",1
2016-12-12,2019,"NJROH","Out-State","Lead","","","","",4
2016-12-12,2019,"NSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2019,"NSRIH","Out-State","Applicant","Enrolled","","","",1
2016-12-12,2019,"NSROG","Out-State","Lead","","","","",1
2016-12-12,2019,"P01","In-State","Applicant","Enrolled","","","",8
2016-12-12,2019,"P01","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2016-12-12,2019,"P01","In-State","Applicant","Withdrawn (After Confirmed)","","","",2
2016-12-12,2019,"P01","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2016-12-12,2019,"P01","In-State","Inquiry","","","","",4
2016-12-12,2019,"P01","In-State","Inquiry","Enrolled","","","",1
2016-12-12,2019,"P01","In-State","Inquiry","Withdrawn (After Admitted)","","","",2
2016-12-12,2019,"P02","In-State","Applicant","Denied","","","",2
2016-12-12,2019,"P02","In-State","Applicant","Enrolled","","","",3
2016-12-12,2019,"P02","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2016-12-12,2019,"P02","In-State","Inquiry","","","","",3
2016-12-12,2019,"P02","In-State","Inquiry","Withdrawn (After Admitted)","","","",1
2016-12-12,2019,"P03","Out-State","Inquiry","","","","",3
2016-12-12,2019,"PJRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2016-12-12,2019,"PJRIG","In-State","Inquiry","","","","",1
2016-12-12,2019,"PJRIG","In-State","Lead","","","","",15
2016-12-12,2019,"PJROG","Out-State","Lead","","","","",10
2016-12-12,2019,"PJROH","Out-State","Lead","","","","",6
2016-12-12,2019,"PSRIG","In-State","Applicant","Confirmed","","","",2
2016-12-12,2019,"PSRIG","In-State","Applicant","Denied","","","",1
2016-12-12,2019,"PSRIG","In-State","Applicant","Enrolled","","","",3
2016-12-12,2019,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2019,"PSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-12-12,2019,"PSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",6
2016-12-12,2019,"PSRIG","In-State","Inquiry","","","","",2
2016-12-12,2019,"PSRIG","In-State","Inquiry","Withdrawn (Before Decision)","","","",1
2016-12-12,2019,"PSRIG","In-State","Lead","","","","",5
2016-12-12,2019,"PSRIG","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2019,"PSRIG","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-12-12,2019,"PSRIH","In-State","Applicant","Enrolled","","","",2
2016-12-12,2019,"PSROG","In-State","Applicant","Enrolled","","","",1
2016-12-12,2019,"PSROG","Out-State","Applicant","Enrolled","","","",1
2016-12-12,2019,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2019,"PSROG","Out-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-12-12,2019,"PSROG","Out-State","Inquiry","","","","",4
2016-12-12,2019,"PSROG","Out-State","Lead","","","","",1
2016-12-12,2019,"PSROH","In-State","Applicant","Enrolled","","","",1
2016-12-12,2019,"PSROH","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2019,"PSROH","Out-State","Applicant","Enrolled","","","",1
2016-12-12,2019,"PSROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",2
2016-12-12,2019,"PSROH","Out-State","Applicant","Withdrawn (Before Decision)","","","",2
2016-12-12,2019,"PSROH","Out-State","Inquiry","","","","",3
2016-12-12,2019,"PSROH","Out-State","Lead","","","","",8
2016-12-12,2020,"","In-State","Inquiry","","","","",1
2016-12-12,2020,"ESTD","In-State","Applicant","Admitted (Not Confirmed)","","","",2
2016-12-12,2020,"ESTD","In-State","Applicant","Confirmed","","","",1
2016-12-12,2020,"NJRIG","In-State","Applicant","Denied","","","",1
2016-12-12,2020,"NJRIG","In-State","Applicant","Enrolled","","","",1
2016-12-12,2020,"NJRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2020,"NJRIH","In-State","Applicant","Enrolled","","","",2
2016-12-12,2020,"NJRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2020,"NJRIH","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-12-12,2020,"NJROH","Out-State","Applicant","Admitted (Not Confirmed)","","","",1
2016-12-12,2020,"NJROH","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2020,"NSRIG","In-State","Applicant","Enrolled","","","",2
2016-12-12,2020,"NSROG","Out-State","Lead","","","","",3
2016-12-12,2020,"NSROH","Out-State","Applicant","Enrolled","","","",1
2016-12-12,2020,"P01","In-State","Applicant","Admitted (Not Confirmed)","","","",1
2016-12-12,2020,"P01","In-State","Applicant","Confirmed","","","",1
2016-12-12,2020,"P01","In-State","Applicant","Enrolled","","","",6
2016-12-12,2020,"P01","In-State","Applicant","Incomplete","","","",2
2016-12-12,2020,"P01","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2016-12-12,2020,"P01","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-12-12,2020,"P01","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2016-12-12,2020,"P01","In-State","Inquiry","","","","",1
2016-12-12,2020,"P02","In-State","Applicant","Denied","","","",1
2016-12-12,2020,"P02","In-State","Applicant","Enrolled","","","",2
2016-12-12,2020,"P02","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2016-12-12,2020,"P03","Out-State","Applicant","Incomplete","","","",1
2016-12-12,2020,"P10","Out-State","Inquiry","","","","",1
2016-12-12,2020,"PJROG","Out-State","Lead","","","","",1
2016-12-12,2020,"PSRIG","In-State","Applicant","Confirmed","","","",1
2016-12-12,2020,"PSRIG","In-State","Applicant","Denied","","","",1
2016-12-12,2020,"PSRIG","In-State","Applicant","Enrolled","","","",3
2016-12-12,2020,"PSRIG","In-State","Applicant","Incomplete","","","",1
2016-12-12,2020,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2016-12-12,2020,"PSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2016-12-12,2020,"PSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",2
2016-12-12,2020,"PSRIG","In-State","Inquiry","","","","",2
2016-12-12,2020,"PSRIH","In-State","Applicant","Enrolled","","","",2
2016-12-12,2020,"PSROG","Out-State","Applicant","Incomplete","","","",2
2016-12-12,2020,"PSROH","Out-State","Applicant","Enrolled","","","",2
2016-12-12,2020,"PSROH","Out-State","Applicant","Incomplete","","","",1
2016-12-12,2021,"NJRIG","In-State","Inquiry","","","","",1
2016-12-12,2021,"P01","In-State","Applicant","Incomplete","","","",1
2016-12-12,2021,"P02","In-State","Applicant","Admitted (Not Confirmed)","","","",1
2016-12-12,2022,"NJRIG","In-State","Lead","","NPHIG-2020-04;NPHIG-2020-04;NSRIH-2020-02;NPHIG-2020-04","","",1
2016-12-12,2022,"NJROH","Out-State","Lead","","","CJROG-2020-06","",1
2016-12-12,NA,"","In-State","Inquiry","","","","",1
2017-02-14,0,"P02","In-State","Inquiry","","","","",1
2017-02-14,0,"P03","Out-State","Inquiry","","","","",1
2017-02-14,4,"P01","In-State","Inquiry","","","","",1
2017-02-14,1997,"","In-State","Inquiry","","","","",1
2017-02-14,2014,"","Out-State","Inquiry","","","","",1
2017-02-14,2017,"","In-State","Applicant","Confirmed","","","",1
2017-02-14,2017,"","In-State","Applicant","Enrolled","","","",4
2017-02-14,2017,"","In-State","Applicant","Incomplete","","","",1
2017-02-14,2017,"","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2017-02-14,2017,"","In-State","Inquiry","","","","",20
2017-02-14,2017,"","In-State","Inquiry","Enrolled","","","",1
2017-02-14,2017,"","Out-State","Applicant","Withdrawn (After Admitted)","","","",3
2017-02-14,2017,"","Out-State","Applicant","Withdrawn (After Confirmed)","","","",1
2017-02-14,2017,"","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-02-14,2017,"","Out-State","Inquiry","","","","",30
2017-02-14,2017,"","Out-State","Inquiry","Enrolled","","","",1
2017-02-14,2017,"","Out-State","Inquiry","Withdrawn (Before Decision)","","","",1
2017-02-14,2017,"P01","In-State","Inquiry","","","","",8
2017-02-14,2017,"P02","In-State","Inquiry","","","","",2
2017-02-14,2017,"P03","Out-State","Inquiry","","","","",1
2017-02-14,2017,"P10","Out-State","Inquiry","","","","",1
2017-02-14,2017,"PSRIG","In-State","Inquiry","","","","",2
2017-02-14,2018,"","In-State","Inquiry","","","","",2
2017-02-14,2018,"","Out-State","Inquiry","","","","",103
2017-02-14,2018,"","Out-State","Inquiry","Withdrawn (Before Decision)","","","",1
2017-02-14,2018,"ESTD","In-State","Applicant","Confirmed","","","",1
2017-02-14,2018,"ESTD","In-State","Applicant","Enrolled","","","",6
2017-02-14,2018,"ESTD","In-State","Applicant","Withdrawn (After Admitted)","","","",6
2017-02-14,2018,"ESTD","In-State","Inquiry","","","","",7
2017-02-14,2018,"NJRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-02-14,2018,"NSRIG","In-State","Applicant","Denied","","","",1
2017-02-14,2018,"NSRIG","In-State","Applicant","Enrolled","","","",14
2017-02-14,2018,"NSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",34
2017-02-14,2018,"NSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-02-14,2018,"NSRIG","In-State","Inquiry","","","","",3
2017-02-14,2018,"NSRIG","In-State","Inquiry","Withdrawn (After Admitted)","","","",1
2017-02-14,2018,"NSRIG","In-State","Lead","Withdrawn (After Admitted)","","","",1
2017-02-14,2018,"NSRIH","In-State","Applicant","Withdrawn (After Admitted)","","","",2
2017-02-14,2018,"NSROH","Out-State","Inquiry","","","","",1
2017-02-14,2018,"P01","In-State","Applicant","Confirmed","","","",14
2017-02-14,2018,"P01","In-State","Applicant","Denied","","","",6
2017-02-14,2018,"P01","In-State","Applicant","Enrolled","","","",116
2017-02-14,2018,"P01","In-State","Applicant","Withdrawn (After Admitted)","","","",253
2017-02-14,2018,"P01","In-State","Applicant","Withdrawn (After Confirmed)","","","",10
2017-02-14,2018,"P01","In-State","Applicant","Withdrawn (Before Decision)","","","",19
2017-02-14,2018,"P01","In-State","Inquiry","","","","",189
2017-02-14,2018,"P01","In-State","Inquiry","Confirmed","","","",1
2017-02-14,2018,"P01","In-State","Inquiry","Withdrawn (After Admitted)","","","",2
2017-02-14,2018,"P01","In-State","Lead","","","","",1572
2017-02-14,2018,"P01","In-State","Lead","Enrolled","","","",1
2017-02-14,2018,"P01","In-State","Lead","Withdrawn (After Admitted)","","","",2
2017-02-14,2018,"P01","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-02-14,2018,"P01","Out-State","Inquiry","","","","",1
2017-02-14,2018,"P02","In-State","Applicant","Confirmed","","","",1
2017-02-14,2018,"P02","In-State","Applicant","Denied","","","",9
2017-02-14,2018,"P02","In-State","Applicant","Enrolled","","","",43
2017-02-14,2018,"P02","In-State","Applicant","Withdrawn (After Admitted)","","","",77
2017-02-14,2018,"P02","In-State","Applicant","Withdrawn (After Confirmed)","","","",4
2017-02-14,2018,"P02","In-State","Applicant","Withdrawn (Before Decision)","","","",14
2017-02-14,2018,"P02","In-State","Inquiry","","","","",112
2017-02-14,2018,"P02","In-State","Inquiry","Enrolled","","","",2
2017-02-14,2018,"P02","In-State","Inquiry","Withdrawn (After Admitted)","","","",2
2017-02-14,2018,"P02","In-State","Lead","","","","",778
2017-02-14,2018,"P02","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-02-14,2018,"P02","Out-State","Inquiry","","","","",2
2017-02-14,2018,"P03","In-State","Applicant","Enrolled","","","",1
2017-02-14,2018,"P03","Out-State","Applicant","Denied","","","",1
2017-02-14,2018,"P03","Out-State","Applicant","Enrolled","","","",3
2017-02-14,2018,"P03","Out-State","Applicant","Withdrawn (After Admitted)","","","",28
2017-02-14,2018,"P03","Out-State","Applicant","Withdrawn (After Confirmed)","","","",2
2017-02-14,2018,"P03","Out-State","Applicant","Withdrawn (Before Decision)","","","",11
2017-02-14,2018,"P03","Out-State","Inquiry","","","","",85
2017-02-14,2018,"P03","Out-State","Lead","","","","",2022
2017-02-14,2018,"P03","Out-State","Lead","Enrolled","","","",1
2017-02-14,2018,"P03","Out-State","Lead","Withdrawn (After Admitted)","","","",1
2017-02-14,2018,"P10","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-02-14,2018,"P10","In-State","Inquiry","","","","",1
2017-02-14,2018,"P10","Out-State","Applicant","Enrolled","","","",4
2017-02-14,2018,"P10","Out-State","Applicant","Withdrawn (After Admitted)","","","",30
2017-02-14,2018,"P10","Out-State","Applicant","Withdrawn (After Confirmed)","","","",2
2017-02-14,2018,"P10","Out-State","Applicant","Withdrawn (Before Decision)","","","",4
2017-02-14,2018,"P10","Out-State","Inquiry","","","","",60
2017-02-14,2018,"P10","Out-State","Lead","","","","",1341
2017-02-14,2018,"PSRIG","In-State","Applicant","Enrolled","","","",4
2017-02-14,2018,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",3
2017-02-14,2018,"PSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-02-14,2018,"PSRIG","In-State","Inquiry","","","","",4
2017-02-14,2018,"PSRIG","In-State","Lead","","","","",71
2017-02-14,2018,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-02-14,2018,"PSROG","Out-State","Lead","","","","",3
2017-02-14,2018,"PSROH","Out-State","Inquiry","","","","",2
2017-02-14,2018,"PSROH","Out-State","Lead","","","","",13
2017-02-14,2019,"","In-State","Inquiry","","","","",1
2017-02-14,2019,"","Out-State","Inquiry","","","","",79
2017-02-14,2019,"ESTD","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-02-14,2019,"NJROG","Out-State","Inquiry","","","","",1
2017-02-14,2019,"NJROH","Out-State","Inquiry","","","","",2
2017-02-14,2019,"NSRIG","In-State","Applicant","Enrolled","","","",4
2017-02-14,2019,"NSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-02-14,2019,"NSRIG","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-02-14,2019,"NSRIH","In-State","Lead","Enrolled","","","",1
2017-02-14,2019,"P01","In-State","Applicant","Confirmed","","","",5
2017-02-14,2019,"P01","In-State","Applicant","Denied","","","",4
2017-02-14,2019,"P01","In-State","Applicant","Enrolled","","","",34
2017-02-14,2019,"P01","In-State","Applicant","Withdrawn (After Admitted)","","","",19
2017-02-14,2019,"P01","In-State","Applicant","Withdrawn (After Confirmed)","","","",3
2017-02-14,2019,"P01","In-State","Applicant","Withdrawn (Before Decision)","","","",8
2017-02-14,2019,"P01","In-State","Inquiry","","","","",15
2017-02-14,2019,"P01","In-State","Inquiry","Confirmed","","","",1
2017-02-14,2019,"P01","In-State","Inquiry","Withdrawn (After Admitted)","","","",1
2017-02-14,2019,"P01","In-State","Inquiry","Withdrawn (Before Decision)","","","",1
2017-02-14,2019,"P01","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-02-14,2019,"P01","Out-State","Inquiry","","","","",1
2017-02-14,2019,"P02","In-State","Applicant","Confirmed","","","",2
2017-02-14,2019,"P02","In-State","Applicant","Denied","","","",4
2017-02-14,2019,"P02","In-State","Applicant","Enrolled","","","",9
2017-02-14,2019,"P02","In-State","Applicant","Incomplete","","","",1
2017-02-14,2019,"P02","In-State","Applicant","Withdrawn (After Admitted)","","","",4
2017-02-14,2019,"P02","In-State","Applicant","Withdrawn (After Confirmed)","","","",2
2017-02-14,2019,"P02","In-State","Applicant","Withdrawn (Before Decision)","","","",1
2017-02-14,2019,"P02","In-State","Inquiry","","","","",8
2017-02-14,2019,"P02","In-State","Inquiry","Confirmed","","","",1
2017-02-14,2019,"P02","In-State","Inquiry","Withdrawn (After Confirmed)","","","",1
2017-02-14,2019,"P03","Out-State","Inquiry","","","","",6
2017-02-14,2019,"P10","Out-State","Applicant","Enrolled","","","",1
2017-02-14,2019,"P10","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2017-02-14,2019,"P10","Out-State","Inquiry","","","","",2
2017-02-14,2019,"P12","Out-State","Lead","","","","",1
2017-02-14,2019,"PJROH","Out-State","Inquiry","","","","",1
